Precision	Recall
1.0	0.0
1.0	0.0005780346820809249
1.0	0.0011560693641618498
0.75	0.0017341040462427746
1.0	0.0017341040462427746
0.6666666666666666	0.0023121387283236996
0.8	0.0023121387283236996
0.7142857142857143	0.002890173410404624
0.75	0.003468208092485549
0.7777777777777778	0.004046242774566475
0.8	0.004624277456647399
0.8181818181818182	0.005202312138728324
0.7692307692307693	0.005780346820809248
0.8333333333333334	0.005780346820809248
0.7857142857142857	0.006358381502890174
0.8	0.006936416184971098
0.7647058823529411	0.007514450867052023
0.8125	0.007514450867052023
0.7777777777777778	0.00809248554913295
0.7894736842105263	0.008670520231213874
0.8	0.009248554913294798
0.8095238095238095	0.009826589595375723
0.8181818181818182	0.010404624277456647
0.8260869565217391	0.010982658959537572
0.8461538461538461	0.012716763005780347
0.8518518518518519	0.013294797687861272
0.8571428571428571	0.013872832369942197
0.8333333333333334	0.014450867052023121
0.8620689655172413	0.014450867052023121
0.8125	0.015028901734104046
0.8387096774193549	0.015028901734104046
0.7941176470588235	0.01560693641618497
0.8	0.0161849710982659
0.7837837837837838	0.016763005780346823
0.7948717948717948	0.017919075144508672
0.8	0.018497109826589597
0.8048780487804879	0.01907514450867052
0.8095238095238095	0.019653179190751446
0.813953488372093	0.02023121387283237
0.8181818181818182	0.020809248554913295
0.8222222222222222	0.021387283236994223
0.8260869565217391	0.021965317919075144
0.8297872340425532	0.022543352601156072
0.8333333333333334	0.023121387283236993
0.84	0.024277456647398842
0.8431372549019608	0.02485549132947977
0.8301886792452831	0.025433526011560695
0.8461538461538461	0.025433526011560695
0.8333333333333334	0.02601156069364162
0.8363636363636363	0.026589595375722544
0.8392857142857143	0.02716763005780347
0.8135593220338984	0.027745664739884393
0.8275862068965517	0.027745664739884393
0.8421052631578947	0.027745664739884393
0.8225806451612904	0.02947976878612717
0.828125	0.03063583815028902
0.8235294117647058	0.0323699421965318
0.8260869565217391	0.032947976878612714
0.8309859154929577	0.03410404624277456
0.8333333333333334	0.034682080924855495
0.8356164383561644	0.03526011560693641
0.84	0.03641618497109827
0.8421052631578947	0.03699421965317919
0.8441558441558441	0.03757225433526012
0.8481012658227848	0.03872832369942196
0.8536585365853658	0.04046242774566474
0.8452380952380952	0.041040462427745665
0.8554216867469879	0.041040462427745665
0.8470588235294118	0.04161849710982659
0.8390804597701149	0.042196531791907514
0.8488372093023255	0.042196531791907514
0.8409090909090909	0.042774566473988446
0.8426966292134831	0.04335260115606936
0.8461538461538461	0.04450867052023121
0.8478260869565217	0.045086705202312144
0.8494623655913979	0.04566473988439306
