Precision	Recall
0.7460967666061981	0.2811477541777975
0.7460967666061981	0.2811477541777975
0.7460967666061981	0.2811477541777975
0.745998740506487	0.2814102213693985
0.7455745889763274	0.2816726885609996
0.7455745889763274	0.2816726885609996
0.7458673511580409	0.2816726885609996
0.7455063572099792	0.2817854301501191
0.7441464778571064	0.2820643015411952
0.7441464778571064	0.2820643015411952
0.7453395122909285	0.2820643015411952
0.7454443512442651	0.2820643015411952
0.7454443512442651	0.2820643015411952
0.7441197709739502	0.2821474161518689
0.7441197709739502	0.2821474161518689
0.7441197709739502	0.2821474161518689
0.7441197709739502	0.2821474161518689
0.7441197709739502	0.2821474161518689
0.7441197709739502	0.2821474161518689
0.7440891251800642	0.28240332166367993
0.7440891251800642	0.28240332166367993
0.7440891251800642	0.28240332166367993
0.7441430328865898	0.28268453651182396
0.7441430328865898	0.28268453651182396
0.744166439643756	0.28268453651182396
0.7441448012945346	0.28284201682678456
0.7441448012945346	0.28284201682678456
0.7441448012945346	0.28284201682678456
0.7441448012945346	0.28284201682678456
0.7439471681414702	0.2828532654207104
0.7439471681414702	0.2828532654207104
0.7434658824381715	0.2829347207560348
0.7434658824381715	0.2829347207560348
0.7433264564067078	0.28295346841257774
0.7433264564067078	0.28295346841257774
0.7433264564067078	0.28295346841257774
0.7433264564067078	0.28295346841257774
0.7433264564067078	0.28295346841257774
0.7433264564067078	0.28295346841257774
0.7433264564067078	0.28295346841257774
0.7419691612405306	0.2831034496649212
0.7419691612405306	0.2831034496649212
0.7419691612405306	0.2831034496649212
0.7419691612405306	0.2831034496649212
0.7419691612405306	0.2831034496649212
0.7419691612405306	0.2831034496649212
0.7425359699109075	0.2831034496649212
0.7425359699109075	0.2831034496649212
0.7425786709204675	0.2831034496649212
0.7433089049930433	0.2831034496649212
0.7433089049930433	0.2831034496649212
0.7435349807663483	0.2831034496649212
0.7435349807663483	0.2831034496649212
0.7435349807663483	0.2831034496649212
0.7419325089543012	0.283163101299376
0.7419325089543012	0.283163101299376
0.7418170529379235	0.2836944473329404
0.7418170529379235	0.2836944473329404
0.7418170529379235	0.2836944473329404
0.7415086895411825	0.2838013089752351
0.7417393661307102	0.2841293929647364
0.7417393661307102	0.2841293929647364
0.7417393661307102	0.2841293929647364
0.7417393661307102	0.2841293929647364
0.7418907892195316	0.2841293929647364
0.7416116246175344	0.2841472884550728
0.7420464536858461	0.2841472884550728
0.7420464536858461	0.2841472884550728
0.7406094318434998	0.2842588370115033
0.7406094318434998	0.2842588370115033
0.7406094318434998	0.2842588370115033
0.7406094318434998	0.2842588370115033
0.7408536814699529	0.2842588370115033
0.7408536814699529	0.2842588370115033
0.7413052120287933	0.2842588370115033
0.7402903983861748	0.2843080496099285
