Precision	Recall
1	0.0
1	0
0.837783189033189	0.008831463683246915
0.7687190948026862	0.014596086218441225
0.7687190948026862	0.014596086218441225
0.7756176414071152	0.017145891000334455
0.7624740699506004	0.030468455598206223
0.7364574071944416	0.049606821654380136
0.7191544449496963	0.06382191298117057
0.7222918616870684	0.09697579796911301
0.7184250229735006	0.10885826539546667
0.7321007862184238	0.13476806493771243
0.7300382560167514	0.16587152488706994
0.7293278402470936	0.1902460206525466
0.7254590531829622	0.21047695229661045
0.7295256216660256	0.23672396628792472
0.7276951441355197	0.26798352922038066
0.7249471402172958	0.28373710699456994
0.7287333652968486	0.29968349129635546
0.731683584720773	0.31389527623756713
0.7337902605707932	0.3262173823749656
0.7320121494553843	0.34507016105733124
0.7306224473695074	0.3558551683421145
0.7302169443217245	0.3608585644366728
0.7294948615440771	0.3700167645070275
0.7265499637088638	0.37382656581682894
0.7274458441208829	0.381822564168255
0.7267108849337842	0.389163910775176
0.7268549231505842	0.3921309918131232
0.7254668961066741	0.3961239287491511
0.7241712703189334	0.40134093603619586
0.7238980094512499	0.40304711440877883
0.7224991893122199	0.4045612225606482
0.7221558861386631	0.40551704058339527
0.7231088301355899	0.41119404868373527
0.7224399101805951	0.4154168037348605
0.7218460546699773	0.4170477220291646
0.7225312004401645	0.41763882602578034
0.7224598031813979	0.41964972523156124
0.722307810577469	0.4216242670167794
0.7231664623875605	0.4235211502400869
0.7231942276248065	0.42432495601436526
0.7232516549011998	0.4254462050627798
0.7239238632064745	0.42699793745112646
0.724469701748112	0.42830127782305377
0.7243007285689508	0.4286753317450465
0.7239857105904115	0.43108100937747373
0.7243531418135016	0.43206764741135584
0.7243275598167686	0.43392876703112865
0.7236605074918098	0.4352256265583031
0.7224264901280009	0.43696322185889064
0.721631516141438	0.437600768153746
0.721631516141438	0.437600768153746
0.7222478802613803	0.43946773147450724
0.7220157585577294	0.4409605136267383
0.7224353853732902	0.4409605136267383
0.7217225748010603	0.44118044660942385
0.7213303787020331	0.4415139343352229
0.7199319623273785	0.4435946916973605
0.7193818343072023	0.44370717763661804
0.7198295908704294	0.44529533849151115
0.719675572727311	0.4482550679571463
0.71883276993536	0.4507691297920744
0.7187290729304031	0.45096598018577516
0.7186565015088857	0.452457569305317
0.7184827294378626	0.45323676878038255
0.7181343722664125	0.45503387368772363
0.7173529534473073	0.45718454235414024
0.7172202133639152	0.4575692953963737
0.717335573888805	0.45891664744862387
0.7177195158026011	0.459140516523813
0.7177195158026011	0.459140516523813
0.7179434864055693	0.46018198817552075
0.7183443183399831	0.46313083831925284
0.7186126303271752	0.46344506534522245
0.7186126303271752	0.46344506534522245
0.7183578650749161	0.46372628019336637
0.718000099249002	0.46508454790990184
0.7176253904920571	0.47067654964234057
0.7176253904920571	0.47067654964234057
0.7168588865835243	0.47243919937691337
0.7172797535560365	0.4733116045308146
0.7169504623281904	0.47463137946279416
0.7169879037248111	0.47463137946279416
0.7164179683746943	0.4754335448171248
0.7160708941358322	0.47545066224266397
0.7160480357582768	0.4756094659216159
0.7154418635789167	0.4783184859042579
0.715589497330265	0.4788007333156392
0.7142682032796136	0.47899673154313344
0.7142682032796136	0.47899673154313344
0.714361891137374	0.47942105787297146
0.7146446176570032	0.4807435997744851
0.7144474716427806	0.48090108008944576
0.7145501301935	0.4813697715030191
0.7147553421775449	0.48181798470713777
0.7142972954178428	0.48188360150503806
0.7120350767327216	0.48294512624501307
0.7120370495595755	0.48312010437274716
0.7117816668518819	0.4839790879088961
0.7118086762746014	0.4840228324408296
0.7108046930402253	0.49085455438872344
0.7111091413705362	0.4910737741453448
0.7103269524849449	0.49247659121745324
0.7105873071943036	0.49247659121745324
0.7105873071943036	0.49247659121745324
0.7107822041387563	0.49247659121745324
0.7101818994142656	0.49255533137493357
0.7102486195110163	0.49395812209688406
0.7099318620302791	0.49410575989215966
0.7101961063084352	0.4954645744153442
0.7108864892055954	0.4980872484997722
0.7108591878087988	0.4995362080048341
0.7105069134160792	0.4999060481384537
0.7101531349736565	0.49993416962326803
0.7101531349736565	0.49993416962326803
0.7105193657474483	0.49993416962326803
0.7095395391760991	0.5004723700112631
0.7093444683494882	0.5004723700112631
0.7101231837725303	0.5015147397150501
0.7101231837725303	0.5015147397150501
0.7106855486396554	0.5016914576821223
0.7106855486396554	0.5016914576821223
0.7102970362393887	0.5020513405813755
0.7083969174241946	0.5034457816608555
0.7063588178046845	0.505604999634863
0.7063588178046845	0.505604999634863
0.7063588178046845	0.505604999634863
0.7063588178046845	0.505604999634863
0.7063613837767815	0.5056837397923434
0.7062273828782252	0.5061955508159653
0.7059959307315321	0.5063924012096661
0.7060935558938785	0.5063924012096661
0.7060935558938785	0.5063924012096661
0.7059383433362041	0.50692513619122
0.7059383433362041	0.50692513619122
0.7054328630183263	0.507048167687283
0.7058410081984821	0.507048167687283
0.7055237093599246	0.5076168466024186
0.705875332347585	0.5080011266924073
0.705875332347585	0.5080011266924073
0.7059357461265661	0.5080667434903076
0.7045580849399885	0.5084143838587909
0.7045580849399885	0.5084143838587909
0.7045580849399885	0.5084143838587909
0.7045096923240584	0.5085456174545915
0.7045096923240584	0.5085456174545915
0.7045096923240584	0.5085456174545915
0.7046344468279996	0.5088212080057727
0.7046344468279996	0.5088212080057727
0.7039278710290763	0.5098087408141716
0.7039278710290763	0.5098087408141716
0.7039278710290763	0.5098087408141716
0.7039278710290763	0.5098087408141716
0.7031871241290476	0.5106683208666651
0.7028798886277047	0.5107175334650904
0.7030790404875452	0.5114707389467581
0.702672287580965	0.5116675893404589
0.702672287580965	0.5116675893404589
0.7028627673088321	0.5116675893404589
0.7025000054571374	0.5117660145373092
0.7025000054571374	0.5117660145373092
0.7024774970785003	0.5119136523325848
0.7026608643180056	0.5124123399966269
0.7026191277005053	0.5124123399966269
0.7026888231861932	0.5136269964032123
0.7022669779882754	0.5136434006026873
0.7027544914066473	0.5136434006026873
